;Branch;Tenure;Salary;Department;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood
1481;Dallas;5,0000;59500;Accounting;5;4;Short;Divorced;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1482;Chicago;4,0000;65000;Accounting;3;3;Medium;Married;High School;3;32,0000;Yes;3;0;2;Highly Likely to Churn'
1483;Los Angeles;8,0000;64000;Facilities Management;2;4;Long;Divorced;High School;3;34,6456;Yes;3;2;2;Highly Likely to Churn'
1484;Chicago;5,0000;59000;Accounting;3;4;Medium;Divorced;High School;3;34,6456;Yes;3;0;3;Moderately Likely to Churn
1485;Chicago;9,0000;55500;Human Resources;5;3;Medium;Married;Bachelor;3;12,0000;Yes;3;2;3;Moderately Likely to Churn
1486;Scranton;8,0000;53000;Operations;4;4;Long;Single;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
1487;Miami;2,0000;64500;Product Management;5;4;Short;Married;High School;4;34,6456;Yes;3;0;3;Highly Likely to Churn'
1488;Boston;17,0000;74500;Facilities Management;4;4;Short;Married;Bachelor;4;18,0000;Yes;4;1;3;Moderately Likely to Churn
1489;New York;2,0000;69500;Research and Development;3;4;Long;Divorced;Master;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1490;Denver;11,0000;68000;Customer Service;2;3;Short;Married;Bachelor;4;29,3933;Yes;3;3;2;Highly Likely to Churn'
1491;Los Angeles;10,0000;65500;Sales;2;4;Medium;Divorced;High School;3;40,0000;Yes;3;0;3;Moderately Likely to Churn
1492;Boston;4,0000;70000;Human Resources;5;4;Long;Divorced;Master;4;24,0000;Yes;3;0;3;Moderately Likely to Churn
1493;Atlanta;5,0000;72000;Product Management;4;4;Long;Married;Bachelor;3;12,6498;Yes;3;0;2;Highly Likely to Churn'
1494;Chicago;4,0000;64500;Accounting;4;4;Short;Married;Bachelor;3;34,6456;Yes;4;0;3;Moderately Likely to Churn
1495;San Francisco;8,0000;80000;Sales;4;4;Short;Married;Bachelor;4;30,0000;Yes;4;1;2;Highly Likely to Churn'
1496;Philadelphia;1,0000;74500;Sales;3;4;Long;Single;Bachelor;3;36,0000;Yes;2;0;1;Highly Likely to Churn'
1497;Boston;6,0000;67500;Procurement;3;3;Medium;Single;High School;2;63,0000;Yes;3;0;3;Moderately Likely to Churn
1498;Unknown;6,0000;55000;Customer Service;5;3;Short;Single;Bachelor;3;36,0000;Yes;4;0;3;Highly Likely to Churn'
1499;Boston;6,0000;65500;Human Resources;2;3;Long;Married;Bachelor;3;12,0000;Yes;4;0;3;Moderately Likely to Churn
1500;Denver;10,0000;62000;Customer Service;5;4;Long;Married;Bachelor;3;12,0000;Yes;2;0;2;Highly Likely to Churn'
1501;Chicago;9,0000;66500;Marketing;4;3;Medium;Single;Bachelor;4;36,0000;Yes;4;2;3;Moderately Likely to Churn
1502;New York;14,0000;73000;Sales;2;4;Short;Single;High School;4;63,0000;Yes;4;5;3;Moderately Likely to Churn
1503;Miami;5,0000;53000;Human Resources;4;4;Short;Married;Bachelor;4;18,0000;Yes;3;0;2;Highly Likely to Churn'
1504;Los Angeles;12,0000;79000;Administration;3;4;Medium;Married;Bachelor;3;34,6456;Yes;3,5;3;2;Highly Likely to Churn'
1505;Scranton;2,0000;57000;Research and Development;5;4;Long;Divorced;Bachelor;3;30,0000;Yes;3;0;3;Moderately Likely to Churn
1506;New York;15,0000;71500;Research and Development;4;4;Medium;Single;High School;4;34,6456;Yes;4;3;3;Moderately Likely to Churn
1507;New York;2,0000;72000;Accounting;2;4;Long;Single;Bachelor;3;12,0000;Yes;3;0;2;Highly Likely to Churn'
1508;New York;11,0000;70500;Accounting;2;4;Short;Divorced;Bachelor;3;24,0000;Yes;3,5;4;2;Highly Likely to Churn'
1509;Boston;13,0000;79000;Research and Development;4;4;Medium;Married;Bachelor;3;36,0000;Yes;4;3;3;Moderately Likely to Churn
1510;Chicago;4,0000;60500;Customer Service;2;4;Medium;Divorced;Bachelor;3;30,0000;Yes;4;0;3;Moderately Likely to Churn
1511;San Francisco;7,0000;65500;Legal;3;4;Medium;Married;Bachelor;3;36,0000;Yes;3;0;2;Highly Likely to Churn'
1512;Boston;14,0000;84000;Sales;3;4;Medium;Divorced;Bachelor;4;18,0000;Yes;4;1;4;Moderately Likely to Churn
1513;Chicago;14,0000;62500;Customer Service;4;4;Long;Divorced;High School;4;32,0000;Yes;3,5;5;3;Moderately Likely to Churn
1514;Scranton;5,0000;52000;Research and Development;5;4;Medium;Married;High School;3;48,0000;Yes;4;0;3;Moderately Likely to Churn
1515;Philadelphia;8,0000;75500;Legal;4;4;Long;Divorced;Bachelor;3;24,0000;Yes;4;1;2;Highly Likely to Churn'
1516;Dallas;6,0000;60000;Sales;4;4;Medium;Married;High School;3;48,0000;Yes;4;0;2;Highly Likely to Churn'
1517;Seattle;10,0000;72500;Sales;3;4;Short;Married;Bachelor;4;18,0000;Yes;3;3;2;Highly Likely to Churn'
1518;Scranton;8,0000;66500;Research and Development;4;4;Medium;Married;Bachelor;4;30,0000;Yes;3;1;2;Highly Likely to Churn'
1519;Philadelphia;8,0000;72000;Facilities Management;5;4;Medium;Single;Bachelor;4;36,0000;Yes;4;0;3;Moderately Likely to Churn
1520;Atlanta;7,0000;62500;Sales;2;4;Long;Married;Bachelor;3;11,8281;Yes;4;0;3;Highly Likely to Churn'
1521;Seattle;5,0000;66500;Research and Development;2;4;Medium;Married;Bachelor;4;18,0000;Yes;4;0;3;Moderately Likely to Churn
1522;Scranton;4,0000;57500;Accounting;3;4;Short;Married;High School;4;56,0000;Yes;4;0;2;Highly Likely to Churn'
1523;Dallas;9,0000;66000;Legal;2;4;Medium;Single;Bachelor;3;18,0000;Yes;2;1;2;Highly Likely to Churn'
1524;Seattle;9,0000;66000;Administration;2;4;Short;Single;Bachelor;3;6,0000;Yes;2;2;1;Highly Likely to Churn'
1525;New York;9,0000;73500;Administration;3;4;Medium;Divorced;Bachelor;3;34,6456;Yes;3;0;3;Moderately Likely to Churn
1526;Boston;11,0000;70000;Facilities Management;5;4;Medium;Married;Bachelor;4;24,0000;Yes;4;5;3;Moderately Likely to Churn
1527;Los Angeles;11,0000;70500;Sales;4;4;Short;Married;High School;4;48,0000;Yes;5;0;3;Moderately Likely to Churn
1528;Chicago;6,0000;58500;Facilities Management;3;4;Medium;Married;Bachelor;3;34,6456;Yes;3;0;3;Moderately Likely to Churn
1529;Los Angeles;5,0000;67500;Sales;4;4;Medium;Married;Bachelor;4;12,0000;Yes;4;0;3;Moderately Likely to Churn
1530;Seattle;5,0000;59500;Research and Development;2;4;Long;Married;High School;3;63,0000;Yes;3;0;2;Highly Likely to Churn'
1531;Miami;6,0000;68500;Product Management;2;4;Medium;Married;High School;3;56,0000;Yes;4;0;3;Highly Likely to Churn'
1532;Dallas;9,0000;66000;Quality Assurance;1;4;Long;Married;Bachelor;4;18,0000;Yes;3,5;0;2;Highly Likely to Churn'
1533;Los Angeles;6,0000;61500;Procurement;5;4;Long;Divorced;Bachelor;4;34,6456;Yes;3;0;2;Highly Likely to Churn'
1534;Boston;16,0000;74000;Human Resources;4;4;Medium;Single;Bachelor;4;12,0000;Yes;4;0;2;Highly Likely to Churn'
1535;Denver;5,0000;73000;Public Relations;2;4;Medium;Single;Bachelor;3;34,6456;Yes;3;0;2;Highly Likely to Churn'
1536;Atlanta;8,0000;80000;Sales;1;4;Long;Married;Bachelor;4;18,0000;Yes;4;0;2;Highly Likely to Churn'
1537;New York;6,0000;73500;Sales;3;4;Medium;Married;Bachelor;4;34,6456;Yes;4;0;2;Highly Likely to Churn'
1538;Miami;6,0000;58000;Research and Development;4;4;Long;Married;Bachelor;4;12,0000;Yes;4;0;3;Highly Likely to Churn'
1539;Boston;1,0000;51500;Accounting;2;4;Medium;Divorced;High School;4;32,0000;Yes;4;0;3;Moderately Likely to Churn
1540;San Francisco;11,0000;77500;Human Resources;4;4;Long;Married;Bachelor;4;11,0408;Yes;4;3;5;Moderately Likely to Churn
1541;New York;7,6121;81000;Research and Development;4;3;Medium;Married;Master;3;18,0000;Yes;3;0;3;Highly Likely to Churn'
1542;Dallas;10,0000;54500;Facilities Management;4;5;Short;Married;High School;3;63,0000;Yes;2;4;1;Highly Likely to Churn'
